Voter key,Name,BDN_Name,Seat,Party,Polarization,Democratic agreement,Republican agreement
PICCHIOTTI OF FAIRFIELD,J. Picchiotti of Fairfield,NA,H-108,Republican,0.5184074499198001,0.3157894736842105,0.9090909090909091
SEAVEY OF KENNEBUNKPORT,H. Seavey of Kennebunkport,NA,H-9,Republican,0.525233339275988,0.30973451327433627,0.9142011834319527
GRATWICK OF PENOBSCOT,G. Gratwick of Penobscot,NA,S-9,Democratic,-0.5256003555480157,0.9707865168539326,0.3922902494331066
CAMPBELL OF ORRINGTON,R. Campbell of Orrington,Richard H. Campbell,H-130,Republican,0.5287172071362528,0.29324894514767935,0.8858350951374208
MCELWEE OF CARIBOU,C. McElwee of Caribou,NA,H-149,Republican,0.5303353437965898,0.3020527859237537,0.9205882352941176
BELLOWS OF KENNEBEC,S. Bellows of Kennebec,NA,S-14,Democratic,-0.5317322400005808,0.9436936936936937,0.3659090909090909
PLUECKER OF WARREN,W. Pluecker of Warren,William Donohue Pluecker,H-95,Independent,-0.5325629146873104,0.8382687927107062,0.2642369020501139
HAMPER OF OXFORD,J. Hamper of Oxford,NA,S-19,Republican,0.5332227899727119,0.3310810810810811,0.9272727272727272
DILL OF PENOBSCOT,J. Dill of Penobscot,James Dill,S-5,Democratic,-0.5334722840775225,0.9425444596443229,0.3674033149171271
WOOD OF GREENE,S. Wood of Greene,Stephen J. Wood,H-57,Republican,0.5353188767478639,0.29850746268656714,0.9161676646706587
MALABY OF HANCOCK,R. Malaby of Hancock,NA,H-136,Republican,0.5413995755004625,0.29591836734693877,0.9215017064846417
SKOLFIELD OF WELD,T. Skolfield of Weld,NA,H-112,Republican,0.5429646949459849,0.28,0.8811748998664887
HARRINGTON OF SANFORD,M. Harrington of Sanford,Matthew A Harrington,H-19,Republican,0.5446278284672754,0.276510067114094,0.8817204301075269
RISEMAN OF HARRISON,W. Riseman of Harrison,Walter N Riseman,H-69,Independent,-0.5449922505060331,0.837378640776699,0.2524271844660194
MIRAMANT OF KNOX,D. Miramant of Knox,NA,S-12,Democratic,-0.5456571420647601,0.9189560439560439,0.3287101248266297
DESCHAMBAULT OF YORK,S. Deschambault of York,NA,S-32,Democratic,-0.5481003150423037,0.9394812680115274,0.35131195335276966
CHENETTE OF YORK,J. Chenette of York,NA,H-15/S-31,Democratic,-0.554119697150776,0.9509345794392523,0.35294117647058826
DAVIS OF PISCATAQUIS,P. Davis of Piscataquis,NA,S-4,Republican,0.5571907335301349,0.33972602739726027,0.946058091286307
CARSON OF CUMBERLAND,B. Carson of Cumberland,NA,S-24,Democratic,-0.5574173796579934,0.9745370370370371,0.3621495327102804
GINZLER OF BRIDGTON,P. Ginzler of Bridgton,NA,H-69,Republican,0.5574845630904715,0.29411764705882354,0.9292035398230089
KESCHL OF BELGRADE,D. Keschl of Belgrade,NA,H-76/H-83,Republican,0.5588727688313402,0.2808988764044944,0.9044943820224719
FOLEY OF WELLS,R. Foley of York,NA,H-7,Republican,0.560441830079909,0.301010101010101,0.9247967479674797
FOLEY OF YORK,R. Foley of York,NA,H-7,Republican,0.560441830079909,0.301010101010101,0.9247967479674797
ALLEY OF BEALS,R. Alley of Beals,NA,H-138,Democratic,-0.5614484865705698,0.9011857707509882,0.2994722955145119
HARLOW OF PORTLAND,D. Harlow of Portland,NA,H-36,Independent,-0.5619291816731911,0.8706896551724138,0.28530259365994237
WALLACE OF DEXTER,R. Wallace of Dexter,NA,H-104,Republican,0.5690797167391078,0.25903614457831325,0.9033232628398792
INGWERSEN OF ARUNDEL,H. Ingwersen of Arundel,Henry L Ingwersen,H-10,Democratic,-0.5693502493865061,0.9352941176470588,0.2823529411764706
CYRWAY OF KENNEBEC,S. Cyrway of Kennebec,Scott Wynn Cyrway,S-16,Republican,0.569787081500948,0.3168724279835391,0.9391424619640387
MOORE OF WASHINGTON,M. Moore of Washington,Marianne Moore,S-6,Republican,0.5722804383228965,0.32096069868995636,0.9116997792494481
CHAPMAN OF BROOKSVILLE,R. Chapman of Brooksville,NA,H-133,Independent,-0.5729782127168483,0.8825301204819277,0.28700906344410876
CEBRA OF NAPLES,R. Cebra of Naples,NA,H-101/H-68,Republican,0.5743053216451407,0.24822695035460993,0.8863232682060391
BABINE OF SCARBOROUGH,S. Babine of Scarborough,NA,H-29,Democratic,-0.5748521619399436,0.9265536723163842,0.2768361581920904
JACKSON OF AROOSTOOK,T. Jackson of Aroostook,Troy D. Jackson,S-1,Democratic,-0.5756970097541217,0.9683195592286501,0.34075104311543813
DEVIN OF NEWCASTLE,M. Devin of Newcastle,NA,H-90,Democratic,-0.5758004189889163,0.9019607843137255,0.30049261083743845
MAXMIN OF LINCOLN,C. Maxmin of Nobleboro,NA,H-88/S-13,Democratic,-0.5800562106172513,0.9096774193548387,0.2792207792207792
MAXMIN OF NOBLEBORO,C. Maxmin of Nobleboro,NA,H-88/S-13,Democratic,-0.5800562106172513,0.9096774193548387,0.2792207792207792
KEIM OF OXFORD,L. Keim of Oxford,Lisa Keim,S-18,Republican,0.5833056837436016,0.30484330484330485,0.9396551724137931
HILLIARD OF BELGRADE,G. Hilliard of Belgrade,NA,H-76,Republican,0.5846068043239478,0.2772585669781931,0.94375
CHACE OF DURHAM,P. Chace of Durham,NA,H-46,Republican,0.5846963377251696,0.2848297213622291,0.9627329192546584
GERRISH OF LEBANON,K. Gerrish of Lebanon,NA,H-20,Republican,0.5900620277540026,0.27299703264094954,0.9494047619047619
VITELLI OF SAGADAHOC,E. Vitelli of Sagadahoc,Eloise Adams Vitelli,S-19/S-23,Democratic,-0.5903453022771851,0.9743243243243244,0.330150068212824
PIERCE OF DRESDEN,J. Pierce of Dresden,NA,H-53,Republican,0.5919323088546057,0.2672955974842767,0.9526813880126183
ACKLEY OF MONMOUTH,K. Ackley of Monmouth,Kent Ackley,H-82,Independent,-0.5954452534272185,0.8950381679389313,0.25812619502868067
PEOPLES OF WESTBROOK,A. Peoples of Westbrook,NA,H-125/H-35,Democratic,-0.5957396695170176,0.9389312977099237,0.24427480916030533
HAWKE OF BOOTHBAY HARBOR,S. Hawke of Boothbay Harbor,NA,H-89,Republican,0.5957938405010517,0.26426426426426425,0.9548192771084337
MARTIN OF EAGLE LAKE,J. Martin of Eagle Lake,NA,H-151,Democratic,-0.5965048612647559,0.9008894536213469,0.27353689567430023
FREDETTE OF NEWPORT,K. Fredette of Newport,NA,H-100,Republican,0.5974830263931235,0.2672955974842767,0.9495268138801262
EVANGELOS OF FRIENDSHIP,J. Evangelos of Friendship,NA,H-49/H-91,Independent,-0.5988913697801224,0.8668341708542714,0.2135678391959799
HANINGTON OF LINCOLN,S. Hanington of Lincoln,NA,H-142,Republican,0.5994230533299173,0.23387096774193547,0.9171717171717172
GRIGNON OF ATHENS,C. Grignon of Athens,NA,H-118,Republican,0.6004167160578878,0.2606060606060606,0.9454545454545454
CRAIG OF BREWER,G. Craig of Brewer,NA,H-128,Republican,0.6023953151288788,0.25287356321839083,0.9394812680115274
FAY OF RAYMOND,J. Fay of Raymond,Jessica L. Fay,H-66,Democratic,-0.6033961917002707,0.9103260869565217,0.2680272108843537
STROM OF PITTSFIELD,S. Strom of Pittsfield,NA,H-106,Republican,0.6035311369410639,0.23529411764705882,0.9144486692015209
BREEN OF CUMBERLAND,C. Breen of Cumberland,NA,S-25,Democratic,-0.6041381506436826,0.9706703910614525,0.3145275035260931
MASTRACCIO OF SANFORD,A. Mastraccio of Sanford,Anne-Marie Mastraccio,H-18,Democratic,-0.6058059751552092,0.9377358490566038,0.28544423440453687
CHIPMAN OF CUMBERLAND,B. Chipman of Cumberland,Benjamin Chipman,H-119/H-40/S-27,Democratic,-0.6084806889012749,0.9387755102040817,0.28434065934065933
FOLEY OF BIDDEFORD,V. Foley of Biddeford,NA,H-12,Democratic,-0.6099623327861159,0.9487179487179487,0.2564102564102564
HICKMAN OF WINTHROP,C. Hickman of Winthrop,Craig V. Hickman,S-14,Democratic,-0.6101174682894199,0.916256157635468,0.26732673267326734
HICKMAN OF KENNEBEC,C. Hickman of Winthrop,NA,S-14,Democratic,-0.6101174682894199,0.916256157635468,0.26732673267326734
DEVEAU OF CARIBOU,J. DeVeau of Caribou,NA,H-149,Republican,0.6106851592892932,0.1623931623931624,0.8461538461538461
LIBBY OF ANDROSCOGGIN,N. Libby of Androscoggin,NA,S-21,Democratic,-0.6110611490097649,0.9711399711399712,0.30377906976744184
HOGAN OF OLD ORCHARD BEACH,G. Hogan of Old Orchard Beach,NA,H-13,Democratic,-0.6114271264975177,0.9591836734693877,0.30409356725146197
ESPLING OF NEW GLOUCESTER,E. Espling of New Gloucester,NA,H-65,Republican,0.61226031502158,0.2413793103448276,0.9279538904899135
HOBBS OF WELLS,D. Hobbs of Wells,Daniel J. Hobbs,H-7,Democratic,-0.6142207970587035,0.9222222222222223,0.25
HERBIG OF BELFAST,E. Herbig of Waldo,NA,H-97/S-11,Democratic,-0.6159157190409377,0.954183266932271,0.2905811623246493
HERBIG OF WALDO,E. Herbig of Waldo,NA,H-97/S-11,Democratic,-0.6159157190409377,0.954183266932271,0.2905811623246493
GRANT OF GARDINER,G. Grant of Gardiner,NA,H-83,Democratic,-0.6164659449840344,0.9393063583815029,0.28405797101449276
SIMMONS OF WALDOBORO,A. Simmons of Waldoboro,Abden Simmons,H-91,Republican,0.6170518037460112,0.24579124579124578,0.9493243243243243
BLACK OF FRANKLIN,R. Black of Franklin,Russell Black,H-114/S-17,Republican,0.6207538287055282,0.2731893265565438,0.9564660691421255
BLACK OF WILTON,R. Black of Franklin,NA,H-114/S-17,Republican,0.6207538287055282,0.2731893265565438,0.9564660691421255
CARLOW OF BUXTON,N. Carlow of Buxton,Nathan M Carlow,H-16,Republican,0.6212665163304837,0.22,0.876
STEWART OF PRESQUE ISLE,T. Stewart of Presque Isle,Harold Stewart III,H-147/S-2,Republican,0.6230480434654281,0.26277372262773724,0.9596577017114915
STEWART OF AROOSTOOK,T. Stewart of Presque Isle,NA,H-147/S-2,Republican,0.6230480434654281,0.26277372262773724,0.9596577017114915
MADIGAN OF RUMFORD,J. Madigan of Rumford,NA,H-115,Democratic,-0.6232266306814442,0.9653179190751445,0.2956521739130435
DENNO OF CUMBERLAND,D. Denno of Cumberland,NA,H-45,Democratic,-0.6240397706166563,0.9629629629629629,0.29714285714285715
THERIAULT OF CHINA,T. Theriault of China,NA,H-79,Republican,0.6244207226312798,0.23113207547169812,0.937007874015748
SWALLOW OF HOULTON,G. Swallow of Houlton,Gregory Swallow,H-144,Republican,0.6256394625485796,0.20670391061452514,0.9217877094972067
KINNEY OF LIMINGTON,J. Kinney of Limington,NA,H-22,Republican,0.626910552143435,0.2238372093023256,0.9358600583090378
HARVELL OF FARMINGTON,L. Harvell of Farmington,NA,H-113/H-89,Republican,0.6290362790885745,0.23921568627450981,0.9606299212598425
MARTIN OF SINCLAIR,R. Martin of Sinclair,NA,H-150,Democratic,-0.6297500539585701,0.9308005427408412,0.26358695652173914
PERRY OF CALAIS,A. Perry of Calais,Anne Churchill Perry,H-140,Democratic,-0.6306793658947918,0.9272237196765498,0.2587601078167116
KORNFIELD OF BANGOR,V. Kornfield of Bangor,NA,H-125,Democratic,-0.631030773657226,0.9636015325670498,0.2783109404990403
DUCHESNE OF HUDSON,R. Duchesne of Hudson,NA,H-121,Democratic,-0.6311342621640486,0.9579288025889967,0.2857142857142857
SPEAR OF SOUTH THOMASTON,J. Spear of South Thomaston,NA,H-92,Democratic,-0.6322365370963308,0.9425287356321839,0.27089337175792505
ROCHE OF WELLS,T. Roche of Wells,Timothy M Roche,H-7,Republican,0.6325449942710997,0.21830985915492956,0.8943661971830986
LONGSTAFF OF WATERVILLE,T. Longstaff of Waterville,NA,H-109,Democratic,-0.6326059552213047,0.9656160458452722,0.29022988505747127
RILEY OF JAY,C. Riley of Jay,NA,H-74,Democratic,-0.6326232446837079,0.963265306122449,0.2714285714285714
CURTIS OF MADISON,P. Curtis of Madison,NA,H-111/H-86,Republican,0.6330765587955081,0.23121387283236994,0.9884393063583815
AUSTIN OF SKOWHEGAN,B. Austin of Skowhegan,NA,H-107,Democratic,-0.6332976665461447,0.9600760456273765,0.2704761904761905
SHEATS OF AUBURN,B. Sheats of Auburn,Bettyann W. Sheats,H-64,Democratic,-0.634241595887036,0.9561904761904761,0.26717557251908397
CURRY OF WALDO,C. Curry of Waldo,Glenn Chip Curry,S-11,Democratic,-0.6345456770248549,0.9577464788732394,0.2704626334519573
PARKER OF SOUTH BERWICK,J. Parker of South Berwick,NA,H-6,Democratic,-0.6373554796609211,0.9588235294117647,0.2743362831858407
FREY OF BANGOR,A. Frey of Bangor,NA,H-124,Democratic,-0.6388514410210099,0.9702970297029703,0.2847682119205298
WHITE OF WATERVILLE,B. White of Waterville,Bruce A White,H-109,Democratic,-0.6390913352014297,0.9090909090909091,0.22144522144522144
MORIARTY OF CUMBERLAND,S. Moriarty of Cumberland,Stephen W. Moriarty,H-108/H-45,Democratic,-0.6396520897190984,0.8985507246376812,0.2289855072463768
DILLINGHAM OF OXFORD,K. Dillingham of Oxford,NA,H-72,Republican,0.6402754153300244,0.22159887798036465,0.922752808988764
SANDERSON OF CHELSEA,D. Sanderson of Chelsea,NA,H-88,Republican,0.6402955624582808,0.17320261437908496,0.8852459016393442
SCHNECK OF BANGOR,J. Schneck of Bangor,NA,H-126,Democratic,-0.6403837609209057,0.9606299212598425,0.26429980276134124
BALDACCI OF PENOBSCOT,J. Baldacci of Penobscot,Joe Baldacci,S-9,Democratic,-0.6411831078822965,0.9436619718309859,0.2553191489361702
DECHANT OF BATH,J. DeChant of Bath,NA,H-52,Democratic,-0.6418994086481704,0.968299711815562,0.28034682080924855
SUTTON OF WARREN,P. Sutton of Warren,NA,H-95,Republican,0.6423083531217323,0.16857142857142857,0.8710601719197708
MILLETT OF CAPE ELIZABETH,R. Millett of Cape Elizabeth,Rebecca Millett,H-30/S-29,Democratic,-0.643673703606837,0.9765739385065886,0.27982326951399117
MILLETT OF CUMBERLAND,R. Millett of Cape Elizabeth,NA,H-30/S-29,Democratic,-0.643673703606837,0.9765739385065886,0.27982326951399117
PRESCOTT OF WATERBORO,D. Prescott of Waterboro,NA,H-17,Republican,0.6441423187554476,0.19970631424375918,0.9161764705882353
WINSOR OF NORWAY,T. Winsor of Norway,NA,H-71,Republican,0.6445979318773817,0.18874172185430463,0.9003322259136213
LOCKMAN OF AMHERST,L. Lockman of Bradley,NA,H-137,Republican,0.6455828172328396,0.16432865731462926,0.8775100401606426
LOCKMAN OF BRADLEY,L. Lockman of Bradley,NA,H-137,Republican,0.6455828172328396,0.16432865731462926,0.8775100401606426
GUERIN OF PENOBSCOT,S. Guerin of Penobscot,Stacey Kay Guerin,H-102/S-10,Republican,0.6457112955588469,0.24206349206349206,0.9493333333333334
GUERIN OF GLENBURN,S. Guerin of Penobscot,NA,H-102/S-10,Republican,0.6457112955588469,0.24206349206349206,0.9493333333333334
SIROCKI OF SCARBOROUGH,H. Sirocki of Scarborough,NA,H-28,Republican,0.645733425980955,0.16176470588235295,0.8643067846607669
BRADSTREET OF VASSALBORO,R. Bradstreet of Vassalboro,Richard T. Bradstreet,H-80,Republican,0.64597625821867,0.21798365122615804,0.9440654843110505
REED OF CARMEL,R. Reed of Carmel,NA,H-103,Republican,0.6461424724432657,0.1917808219178082,0.9117647058823529
PIERCE OF FALMOUTH,T. Pierce of Falmouth,Teresa S. Pierce,H-44,Democratic,-0.6464537437881777,0.9413333333333334,0.24833110814419226
COOPER OF YARMOUTH,J. Cooper of Yarmouth,NA,H-47,Democratic,-0.6466266868717333,0.9654510556621881,0.25961538461538464
WARREN OF SCARBOROUGH,S. Warren of Scarborough,Sophia B. Warren,H-29,Democratic/<br>Independent,-0.6483451975455123,0.8779527559055118,0.19291338582677164
HYMANSON OF YORK,P. Hymanson of York,NA,H-4,Democratic,-0.6492486231751059,0.9329829172141918,0.24078947368421053
HAMANN OF SOUTH PORTLAND,S. Hamann of South Portland,NA,H-32,Democratic,-0.6518393149921816,0.9538461538461539,0.25925925925925924
ORDWAY OF STANDISH,L. Ordway of Standish,NA,H-23,Republican,0.6518666353493752,0.2107329842931937,0.9423328964613368
JORGENSEN OF PORTLAND,E. Jorgensen of Portland,NA,H-41,Democratic,-0.6522098102008697,0.9662698412698413,0.2504970178926441
KINNEY OF KNOX,M. Kinney of Knox,MaryAnne Kinney,H-99,Republican,0.6522862752449768,0.21458625525946703,0.9410112359550562
HEPLER OF WOOLWICH,A. Hepler of Woolwich,Allison L. Hepler,H-53,Democratic,-0.652550212316801,0.9110576923076923,0.21153846153846154
HAGGAN OF HAMPDEN,D. Haggan of Hampden,David Haggan,H-101,Republican,0.653407853213763,0.2138728323699422,0.9551374819102749
MARTIN OF GREENE,T. Martin of Greene,NA,H-57/S-25,Republican,0.6543855240349892,0.2017291066282421,0.930835734870317
PERRY OF BANGOR,J. Perry of Bangor,Joseph C. Perry,H-124,Democratic,-0.6553114137109549,0.9073033707865169,0.2050561797752809
MILLETT OF WATERFORD,H. Millett of Waterford,H. Sawin Millett Jr.,H-71,Republican,0.6556320937931231,0.2052505966587112,0.9307875894988067
ARATA OF NEW GLOUCESTER,A. Arata of New Gloucester,Amy B. Arata,H-65,Republican,0.6565839577739344,0.19220779220779222,0.9246753246753247
GIDEON OF FREEPORT,S. Gideon of Freeport,NA,H-48,Democratic,-0.6571317690136854,0.9816326530612245,0.25357873210633947
FULLER OF LEWISTON,R. Fuller of Lewiston,NA,H-59,Democratic,-0.6572056662103144,0.9701492537313433,0.2694610778443114
LUCHINI OF HANCOCK,L. Luchini of Hancock,NA,H-132/S-7,Democratic,-0.6579504545097183,0.9608391608391609,0.2559774964838256
LUCHINI OF ELLSWORTH,L. Luchini of Hancock,NA,H-132/S-7,Democratic,-0.6579504545097183,0.9608391608391609,0.2559774964838256
HEAD OF BETHEL,F. Head of Bethel,NA,H-117,Republican,0.6587024331174248,0.21511627906976744,0.9548762736535662
LYFORD OF EDDINGTON,P. Lyford of Eddington,Peter A. Lyford,H-129,Republican,0.6593154644294045,0.17896174863387979,0.9001367989056087
FARRIN OF SOMERSET,B. Farrin of Somerset,Bradlee Farrin,S-3,Republican,0.6597480195175854,0.23758389261744967,0.9648648648648649
FARRIN OF NORRIDGEWOCK,B. Farrin of Somerset,NA,S-3,Republican,0.6597480195175854,0.23758389261744967,0.9648648648648649
PICKETT OF DIXFIELD,R. Pickett of Dixfield,NA,H-116,Republican,0.6598931090564636,0.20391061452513967,0.9356643356643357
HUBBELL OF BAR HARBOR,B. Hubbell of Bar Harbor,NA,H-135,Democratic,-0.660928771839732,0.9712643678160919,0.2514395393474088
SANBORN H OF CUMBERLAND,H. Sanborn of Cumberland,NA,S-28,Democratic,-0.6628012735604343,0.9601542416452442,0.24870466321243523
SANBORN OF CUMBERLAND,H. Sanborn of Cumberland,NA,S-28,Democratic,-0.6628012735604343,0.9601542416452442,0.24870466321243523
SANBORN OF PORTLAND,H. Sanborn of Cumberland,NA,S-28,Democratic,-0.6628012735604343,0.9601542416452442,0.24870466321243523
BATES OF WESTBROOK,D. Bates of Westbrook,NA,H-35,Democratic,-0.6632021979274617,0.9617834394904459,0.25559105431309903
BAILEY OF YORK,D. Bailey of Saco,NA,H-14/S-31,Democratic,-0.6634323476490345,0.9540372670807453,0.24094881398252185
BAILEY OF SACO,D. Bailey of Saco,Donna Bailey,H-14/S-31,Democratic,-0.6634323476490345,0.9540372670807453,0.24094881398252185
MONAGHAN OF CAPE ELIZABETH,K. Monaghan of Cape Elizabeth,NA,H-30,Democratic,-0.6634679866243602,0.9826589595375722,0.263768115942029
RYKERSON OF KITTERY,D. Rykerson of Kittery,NA,H-1,Democratic,-0.6636280701354991,0.9542743538767395,0.2345924453280318
KUMIEGA OF DEER ISLE,W. Kumiega of Deer Isle,NA,H-134,Democratic,-0.6640279340624848,0.9828080229226361,0.26436781609195403
GATTINE OF WESTBROOK,D. Gattine of Westbrook,Drew M Gattine,H-34,Democratic,-0.6645485650699698,0.9900398406374502,0.2554890219560878
GOLDEN OF LEWISTON,J. Golden of Lewiston,NA,H-60,Democratic,-0.664600146435973,0.971875,0.2601880877742947
MCCREA OF FORT FAIRFIELD,D. McCrea of Fort Fairfield,David Harold McCrea,H-148,Democratic,-0.6653509264420533,0.9504447268106735,0.23536895674300254
PARRY OF ARUNDEL,W. Parry of Arundel,Wayne Parry,H-10/H-10,Republican,0.6660463742932257,0.211864406779661,0.9507640067911715
MOONEN OF PORTLAND,M. Moonen of Portland,Matthew Moonen,H-38,Democratic,-0.6664952872416885,0.9829545454545454,0.24857685009487665
HANDY OF LEWISTON,J. Handy of Lewiston,NA,H-58,Democratic,-0.6670353122946384,0.9601518026565465,0.22813688212927757
WADSWORTH OF HIRAM,N. Wadsworth of Hiram,NA,H-70,Republican,0.6674568319303199,0.2015810276679842,0.9511873350923483
TIMBERLAKE OF TURNER,J. Timberlake of Androscoggin,NA,H-75/S-22,Republican,0.6675060426064058,0.23056994818652848,0.9647519582245431
TIMBERLAKE OF ANDROSCOGGIN,J. Timberlake of Androscoggin,Jeff Timberlake,H-75/S-22,Republican,0.6675060426064058,0.23056994818652848,0.9647519582245431
SAMPSON OF ALFRED,H. Sampson of Alfred,Heidi H Sampson,H-21,Republican,0.66958348824156,0.19205298013245034,0.9442970822281167
OCONNELL OF BREWER,K. O'Connell of Brewer,NA,H-128,Democratic,-0.6703639122954822,0.898876404494382,0.20224719101123595
FAULKINGHAM OF WINTER HARBOR,B. Faulkingham of Winter Harbor,Billy Bob Faulkingham,H-136,Republican,0.6706285816142462,0.1918158567774936,0.928388746803069
MASON OF LISBON,R. Mason of Lisbon,Richard G Mason,H-56,Republican,0.6723576609585001,0.196870925684485,0.9490861618798956
DAUGHTRY OF BRUNSWICK,M. Daughtry of Brunswick,Matthea Elisabeth Larsen Daughtry,H-49/S-24,Democratic,-0.6727587408934579,0.9706632653061225,0.23717948717948717
DAUGHTRY OF CUMBERLAND,M. Daughtry of Brunswick,NA,H-49/S-24,Democratic,-0.6727587408934579,0.9706632653061225,0.23717948717948717
FARNSWORTH OF PORTLAND,R. Farnsworth of Portland,NA,H-37,Democratic,-0.6742463240690145,0.9693486590038314,0.236084452975048
